TIMESTAMP,RECORD,P_Total,F_Comp,T_RHS_OUT,RH_OUT,T_RHS_IN,RH_IN,T_RHS_SUP,RH_SUP,T_OUT,T_RO_M,T_RO_O,T_RI_M,T_RI_O,T_AI,T_AO1,T_AO2,T_AO3,T_ROOM_1,T_ROOM_2,T_ROOM_3,A_CI,A_HP_Total,A_I,T_Stack,A_Pan,A_Crank,P_Furnace1,P_Furnace2,P_Furnace3,P_AHU,P_Average,P_Weighted
2021-02-21 00:02:35,40771,0,0.2,-2.693,51.189,10.369,59.085,15.213,36.197,-2.334354,-0.3984686,4.054223,15.88726,16.09043,9.067446,14.20789,13.88495,15.213,,,,,1.554148,0.04489796,,,,,,,0.0,81.81818181818181,82.41962045979182
2021-02-21 00:02:40,40772,0,0.2,-2.651,51.326,10.369,59.353,15.226,36.307,-2.36202,-0.4158685,4.044667,15.88726,16.0735,9.084609,14.1909,13.86795,15.226,,,,,1.543056,0.04353742,,,,,,,0.0,81.81818181818181,81.83138920373382
2021-02-21 00:02:45,40773,0,0.0,-2.667,51.461,10.35,60.076,15.226,36.389,-2.407991,-0.4145961,4.044515,15.90419,16.09043,9.101772,14.20789,13.90195,15.226,,,,,1.541107,0.03945578,,,,,,,0.0,81.81818181818181,81.72802978090141
2021-02-21 00:02:50,40774,0,0.0,-2.68,51.606,10.35,60.72,15.213,36.568,-2.443078,-0.4244295,4.03865,15.88726,16.0735,9.101772,14.20789,13.90195,15.213,,,,,1.54242,0.03945578,,,,,,,0.0,81.81818181818181,81.79766083384085
2021-02-21 00:02:55,40775,0,0.0,-2.71,51.813,10.35,60.932,15.213,36.882,-2.484402,-0.4282156,4.02882,15.88726,16.0735,9.101772,14.20789,13.90195,15.213,,,,,1.540994,0.03945578,,,,,,,0.0,81.81818181818181,81.72203716172231
2021-02-21 00:03:00,40776,0,0.0,-2.71,52.092,10.337,61.251,15.199,37.25,-2.49582,-0.4252134,4.027097,15.87032,16.0735,9.118934,14.20789,13.90195,15.199,,,,,1.541625,0.04013606,,,,,,,0.0,81.81818181818181,81.75550037147462
2021-02-21 00:03:05,40777,1800,0.0,-2.667,52.198,10.337,61.69,15.186,37.318,-2.503559,-0.4339847,4.018352,15.87032,16.0735,9.101772,14.1909,13.90195,15.186,,,,,1.543333,0.04013606,,,,,,,0.0,81.81818181818181,81.84607907552683
2021-02-21 00:03:10,40778,0,0.0,-2.68,52.297,10.35,61.969,15.186,37.291,-2.501475,-0.4386088,4.016224,15.84795,16.05114,9.096266,14.16846,13.86249,15.186,,,,,1.540353,0.03945578,,,,,,,0.0,81.81818181818181,81.04726603578874
2021-02-21 00:03:15,40779,0,0.2,-2.68,52.285,10.323,62.638,15.154,37.7,-2.510014,-0.4313278,4.013447,15.84795,16.03421,9.096266,14.15147,13.86249,15.154,,,,,1.555562,0.04081632,,,,,,,0.0,81.81818181818181,81.84750329902535
2021-02-21 00:03:20,40780,0,0.0,-2.693,52.317,10.31,62.958,15.186,37.813,-2.509667,-0.4370408,4.003006,15.84795,16.05114,9.113429,14.16846,13.87949,15.186,,,,,1.553726,0.04081632,,,,,,,0.0,81.81818181818181,81.75090026034415
2021-02-21 00:03:25,40781,0,0.0,-2.71,52.317,10.31,62.894,15.186,37.648,-2.506887,-0.4369558,3.996737,15.83102,16.03421,9.113429,14.10048,13.79447,15.186,,,,,1.549731,0.04081632,,,,,,,0.0,81.81818181818181,81.5406992039545
2021-02-21 00:03:30,40782,0,0.0,-2.667,52.5,10.323,62.981,15.17,37.521,-2.499605,-0.4355918,3.993337,15.83102,16.03421,9.13059,14.04949,13.65841,15.17,,,,,1.554586,0.04081632,,,,,,,0.0,81.81818181818181,81.79615004970462
2021-02-21 00:03:35,40783,0,0.0,-2.68,52.42,10.337,63.175,15.17,37.618,-2.497522,-0.4307425,3.987636,15.84795,16.03421,9.13059,13.9305,13.53932,15.17,,,,,1.555792,0.04081632,,,,,,,0.0,81.81818181818181,81.85960498687757
2021-02-21 00:03:40,40784,0,0.0,-2.68,52.262,10.337,63.184,15.141,37.52,-2.500073,-0.4316793,3.976264,15.84795,16.03421,9.147752,13.86249,13.47126,15.141,,,,,1.551631,0.04013606,,,,,,,0.0,81.81818181818181,81.64066966882066
2021-02-21 00:03:45,40785,0,0.0,-2.693,52.072,10.323,63.086,15.154,37.465,-2.514065,-0.4427112,3.974192,15.83102,16.01728,9.13059,13.79447,13.36915,15.154,,,,,1.551967,0.03945578,,,,,,,0.0,81.81818181818181,81.65834865629174
2021-02-21 00:03:50,40786,0,0.0,-2.693,51.949,10.267,62.992,15.127,37.558,-2.52305,-0.441656,3.969694,15.81408,16.01728,9.13059,13.77747,13.28404,15.127,,,,,1.551928,0.04013606,,,,,,,0.0,81.81818181818181,81.65629663096027
2021-02-21 00:03:55,40787,0,0.0,-2.667,52.411,10.31,62.862,15.141,38.069,-2.529549,-0.4503634,3.958838,15.83102,16.03421,9.147752,13.77747,13.30107,15.141,,,,,1.556271,0.03945578,,,,,,,0.0,81.81818181818181,81.88480806723067
2021-02-21 00:04:00,40788,0,0.0,-2.68,53.336,10.294,62.656,15.141,38.33,-2.520986,-0.4505937,3.956475,15.81402,16.01722,9.130612,13.77743,13.23294,15.141,,,,,1.560788,0.04081632,,,,,,,0.0,81.81818181818181,82.12247469344146
2021-02-21 00:04:05,40789,0,0.0,-2.71,53.377,10.31,62.487,15.111,38.614,-2.504421,-0.4544553,3.950212,15.81402,16.01722,9.130612,13.77743,13.14781,15.111,,,,,1.556321,0.04081632,,,,,,,0.0,81.81818181818181,81.88743886893769
2021-02-21 00:04:10,40790,0,0.0,-2.71,53.109,10.281,62.418,15.127,38.902,-2.499782,-0.4598787,3.939007,15.79708,16.00029,9.130612,13.79444,13.11376,15.127,,,,,1.56048,0.04081632,,,,,,,0.0,81.81818181818181,82.10626895492632
2021-02-21 00:04:15,40791,0,0.0,-2.71,52.852,10.281,62.258,15.127,38.724,-2.500989,-0.4555596,3.933304,15.81402,16.00029,9.130612,13.74342,13.02861,15.127,,,,,1.553107,0.03809524,,,,,,,0.0,81.81818181818181,81.71833093521144
2021-02-21 00:04:20,40792,0,0.0,-2.71,52.864,10.294,62.24,15.098,38.817,-2.508918,-0.4562084,3.933319,15.79708,16.00029,9.130612,13.69239,12.97751,15.098,,,,,1.559858,0.03945578,,,,,,,0.0,81.81818181818181,82.07354178169118
2021-02-21 00:04:25,40793,0,0.0,-2.68,53.223,10.281,62.214,15.127,39.888,-2.51223,-0.4494155,3.926505,15.81402,16.01722,9.164934,13.65838,12.96048,15.127,,,,,1.556833,0.04081632,,,,,,,0.0,81.81818181818181,81.9143782784174
2021-02-21 00:04:30,40794,0,0.0,-2.723,53.656,10.267,62.235,15.127,39.476,-2.501225,-0.4527421,3.913306,15.79708,16.00029,9.147773,13.57332,12.89234,15.127,,,,,1.559855,0.04081632,,,,,,,0.0,81.81818181818181,82.07338393358876
2021-02-21 00:04:35,40795,0,0.0,-2.68,53.479,10.281,62.14,15.098,39.626,-2.478134,-0.4478948,3.913821,15.81402,16.00029,9.147773,13.50526,12.85827,15.098,,,,,1.555257,0.04081632,,,,,,,0.0,81.81818181818181,81.83145540861261
2021-02-21 00:04:40,40796,0,0.0,-2.71,53.154,10.225,61.948,15.111,39.27,-2.476846,-0.4476749,3.902883,15.75776,15.96099,9.107937,13.41471,12.7676,15.111,,,,,1.553491,0.04081632,,,,,,,0.0,81.81818181818181,81.73853549232123
2021-02-21 00:04:45,40797,0,0.0,-2.71,52.942,10.238,61.898,15.071,38.815,-2.479202,-0.4545818,3.89423,15.7747,15.97792,9.125099,13.43173,12.81872,15.071,,,,,1.555388,0.04013606,,,,,,,0.0,81.81818181818181,81.83834810908498
2021-02-21 00:04:50,40798,0,0.0,-2.71,52.796,10.267,61.915,15.085,38.638,-2.467101,-0.4452086,3.891756,15.7747,15.97792,9.125099,13.46576,12.92094,15.085,,,,,1.559935,0.04013606,,,,,,,0.0,81.81818181818181,82.07759321631997
2021-02-21 00:04:55,40799,1800,0.0,-2.693,52.642,10.267,61.765,15.085,38.529,-2.428331,-0.4440113,3.888228,15.7747,15.97792,9.142261,13.51681,12.97204,15.085,,,,,1.557244,0.04013606,,,,,,,0.0,81.81818181818181,81.93600346844899
2021-02-21 00:05:00,40800,0,0.0,-2.71,52.527,10.238,61.577,15.055,39.005,-2.40043,-0.4456254,3.877347,15.75776,15.96099,9.142261,13.53383,12.98908,15.055,,,,,1.557903,0.04013606,,,,,,,0.0,78.26086956521739,78.30845768921378
2021-02-21 00:05:05,40801,0,0.0,-2.68,52.32,10.254,61.58,15.042,39.209,-2.379721,-0.4428294,3.865782,15.74083,15.94406,9.142261,13.60188,13.0572,15.042,,,,,1.558028,0.04081632,,,,,,,0.0,78.26086956521739,78.31474085139472
2021-02-21 00:05:10,40802,0,0.0,-2.723,52.046,10.238,61.438,15.055,39.375,-2.403381,-0.4402726,3.859103,15.75776,15.96099,9.159421,13.66992,13.14235,15.055,,,,,1.558493,0.04081632,,,,,,,0.0,78.26086956521739,78.33811421470776
2021-02-21 00:05:15,40803,0,0.0,-2.693,52.037,10.238,61.353,15.071,39.293,-2.437296,-0.4368707,3.85147,15.75776,15.96099,9.159421,13.72095,13.1764,15.071,,,,,1.558506,0.03945578,,,,,,,0.0,78.26086956521739,78.33876766357457
2021-02-21 00:05:20,40804,0,0.0,-2.71,52.507,10.225,61.223,15.055,39.142,-2.456337,-0.4403409,3.840582,15.72389,15.94406,9.142261,13.70394,13.22748,15.055,,,,,1.563946,0.04081632,,,,,,,0.0,78.26086956521739,78.6122108816885
2021-02-21 00:05:25,40805,0,0.0,-2.68,52.933,10.211,61.06,15.055,38.991,-2.412609,-0.4391522,3.830663,15.74083,15.94406,9.176582,13.75496,13.29557,15.055,,,,,1.561512,0.04081632,,,,,,,0.0,78.26086956521739,78.4898651477015
2021-02-21 00:05:30,40806,0,0.0,-2.71,52.695,10.211,60.752,15.028,38.921,-2.378318,-0.4440827,3.82093,15.72389,15.92713,9.159421,13.78898,13.31259,15.028,,,,,1.559007,0.04081632,,,,,,,0.0,78.26086956521739,78.36395057759573
2021-02-21 00:05:35,40807,0,0.0,-2.723,52.326,10.225,60.634,15.042,38.812,-2.368156,-0.4409395,3.813487,15.72389,15.94406,9.176582,13.85699,13.36365,15.042,,,,,1.558583,0.04013606,,,,,,,0.0,78.26086956521739,78.34263809147804
2021-02-21 00:05:40,40808,0,0.0,-2.693,52.095,10.198,60.396,15.055,38.854,-2.356128,-0.4466568,3.801212,15.68457,15.90476,9.153918,13.86854,13.37522,15.055,,,,,1.555491,0.03945578,,,,,,,0.0,78.26086956521739,78.18721779177064
2021-02-21 00:05:45,40809,0,0.0,-2.71,51.845,10.198,60.344,15.055,38.826,-2.32932,-0.4447719,3.796754,15.70151,15.92169,9.171078,13.91955,13.42627,15.055,,,,,1.561437,0.04013606,,,,,,,0.0,78.26086956521739,78.48609525039294
2021-02-21 00:05:50,40810,0,0.0,-2.723,51.779,10.198,60.248,15.028,38.689,-2.330398,-0.4507858,3.777541,15.70148,15.92166,9.188249,13.97053,13.4773,15.028,,,,,1.557555,0.04013606,,,,,,,0.0,78.26086956521739,78.29096536570209
2021-02-21 00:05:55,40811,0,0.0,-2.68,51.839,10.198,60.172,15.042,38.524,-2.325703,-0.4422776,3.767744,15.68454,15.92166,9.205408,14.00453,13.52835,15.042,,,,,1.555332,0.04081632,,,,,,,0.0,78.26086956521739,78.17922560947649
2021-02-21 00:06:00,40812,0,0.0,-2.71,51.757,10.198,59.948,15.042,38.496,-2.325273,-0.4384756,3.759375,15.68454,15.90473,9.205408,14.03852,13.61342,15.042,,,,,1.548187,0.04013606,,,,,,,0.0,78.26086956521739,77.82008005921475
2021-02-21 00:06:05,40813,0,0.0,-2.71,51.523,10.198,59.649,15.015,38.481,-2.315439,-0.4465088,3.750568,15.68454,15.90473,9.222566,14.07252,13.68146,15.015,,,,,1.552692,0.03945578,,,,,,,0.0,78.26086956521739,78.04652522421533
2021-02-21 00:06:10,40814,0,0.0,-2.723,51.331,10.182,59.507,15.015,38.495,-2.322481,-0.4574764,3.747194,15.6676,15.88779,9.205408,14.10651,13.69847,15.015,,,,,1.555222,0.03945578,,,,,,,0.0,78.26086956521739,78.17369642675729
2021-02-21 00:06:15,40815,0,0.0,-2.71,51.3,10.182,59.316,15.055,38.431,-2.352843,-0.4681312,3.74722,15.65065,15.88779,9.222566,14.1405,13.74949,15.055,,,,,1.552097,0.04013606,,,,,,,0.0,78.26086956521739,78.01661737223414
2021-02-21 00:06:20,40816,0,0.0,-2.693,51.433,10.198,59.319,14.999,38.509,-2.377778,-0.4790306,3.744721,15.6676,15.88779,9.239724,14.19147,13.81751,14.999,,,,,1.556932,0.04081632,,,,,,,0.0,78.26086956521739,78.25965008539235
2021-02-21 00:06:25,40817,0,0.0,-2.71,51.523,10.182,59.421,15.028,38.551,-2.361274,-0.4924608,3.735928,15.6676,15.88779,9.256882,14.20847,13.86852,15.028,,,,,1.556297,0.04081632,,,,,,,0.0,78.26086956521739,78.22773162151326
2021-02-21 00:06:30,40818,0,0.0,-2.723,51.511,10.182,59.337,15.042,38.579,-2.347356,-0.5135149,3.739609,15.6676,15.88779,9.256882,14.24245,13.90253,15.042,,,,,1.553254,0.04081632,,,,,,,0.0,78.26086956521739,78.07477432138077
2021-02-21 00:06:35,40819,0,0.0,-2.723,51.511,10.182,59.282,15.028,38.593,-2.341017,-0.5238789,3.742569,15.63371,15.87086,9.274038,14.25944,13.93653,15.028,,,,,1.556418,0.04081632,,,,,,,0.0,78.26086956521739,78.2338137225044
2021-02-21 00:06:40,40820,0,0.0,-2.736,51.465,10.182,58.973,15.042,38.51,-2.335469,-0.5332252,3.743507,15.63371,15.87086,9.274038,14.29341,13.95353,15.042,,,,,1.554261,0.04081632,,,,,,,0.0,78.26086956521739,78.1253914759103
2021-02-21 00:06:45,40821,0,0.0,-2.723,51.589,10.182,58.931,15.028,38.455,-2.337772,-0.5508471,3.750211,15.63371,15.87086,9.291195,14.32739,14.00453,15.028,,,,,1.559206,0.04081632,,,,,,,0.0,78.26086956521739,78.37395337178778
2021-02-21 00:06:50,40822,1800,0.0,-2.723,51.767,10.182,59.081,15.055,38.513,-2.353228,-0.5608682,3.751202,15.63371,15.87086,9.30835,14.36136,14.03852,15.055,,,,,1.559635,0.04081632,,,,,,,0.0,78.26086956521739,78.39551718439272
2021-02-21 00:06:55,40823,0,0.0,-2.723,51.992,10.182,59.145,15.015,38.495,-2.37118,-0.574271,3.746044,15.63371,15.87086,9.325506,14.37835,14.07252,15.015,,,,,1.557149,0.04081632,,,,,,,0.0,85.71428571428571,85.52306526394105
2021-02-21 00:07:00,40824,0,0.0,-2.71,52.127,10.198,59.156,15.015,38.605,-2.379762,-0.5763518,3.744619,15.63371,15.87086,9.342661,14.37835,14.08951,15.015,,,,,1.560528,0.04013606,,,,,,,0.0,85.71428571428571,85.70864958344218
2021-02-21 00:07:05,40825,0,0.0,-2.723,52.28,10.168,59.195,15.028,38.524,-2.387967,-0.5818675,3.746342,15.61677,15.87086,9.359814,14.39534,14.1235,15.028,,,,,1.559839,0.04081632,,,,,,,0.0,85.71428571428571,85.67080773788541
2021-02-21 00:07:10,40826,0,0.0,-2.723,52.303,10.182,59.154,15.028,38.661,-2.393179,-0.5817644,3.738635,15.59982,15.85392,9.359814,14.41232,14.1235,15.028,,,,,1.565208,0.04081632,,,,,,,0.0,85.71428571428571,85.9656885343937
2021-02-21 00:07:15,40827,0,0.0,-2.736,52.114,10.198,59.104,15.028,38.716,-2.432392,-0.5777751,3.734802,15.59982,15.85392,9.376968,14.4293,14.15749,15.028,,,,,1.559542,0.04081632,,,,,,,0.0,85.71428571428571,85.6544956506135
2021-02-21 00:07:20,40828,0,0.0,-2.736,51.912,10.182,59.197,15.028,38.879,-2.481336,-0.5759969,3.730434,15.61677,15.85392,9.411273,14.48025,14.19147,15.028,,,,,1.558934,0.04081632,,,,,,,0.0,85.71428571428571,85.62110255613091
2021-02-21 00:07:25,40829,0,0.0,-2.736,51.743,10.182,59.218,15.028,38.852,-2.512342,-0.5756843,3.726139,15.59982,15.83699,9.411273,14.46327,14.19147,15.028,,,,,1.558257,0.04081632,,,,,,,0.0,85.71428571428571,85.58391978480736
2021-02-21 00:07:30,40830,0,0.0,-2.71,51.569,10.211,59.266,15.042,38.84,-2.542136,-0.5792015,3.718255,15.59982,15.85392,9.445576,14.49723,14.22546,15.042,,,,,1.556585,0.04081632,,,,,,,0.0,85.71428571428571,85.49208877498023
2021-02-21 00:07:35,40831,0,0.0,-2.723,51.532,10.198,59.179,15.015,38.728,-2.575387,-0.5849522,3.713021,15.5605,15.81462,9.405772,14.45783,14.22001,15.015,,,,,1.553578,0.04013606,,,,,,,0.0,85.71428571428571,85.32693575670858
2021-02-21 00:07:40,40832,0,0.0,-2.736,51.578,10.168,58.907,15.028,38.606,-2.598356,-0.586612,3.70679,15.5605,15.81462,9.405772,14.47481,14.237,15.028,,,,,1.558216,0.03945578,,,,,,,0.0,85.71428571428571,85.5816679478439
2021-02-21 00:07:45,40833,0,0.0,-2.723,51.578,10.198,59.008,15.015,38.742,-2.60665,-0.5906192,3.701826,15.54353,15.8146,9.440082,14.47479,14.25397,15.015,,,,,1.562092,0.03877551,,,,,,,0.0,85.71428571428571,85.79454892517043
2021-02-21 00:07:50,40834,0,0.0,-2.75,51.731,10.211,59.127,15.015,38.825,-2.616716,-0.5975059,3.68692,15.54353,15.8146,9.457233,14.47479,14.27096,15.015,,,,,1.557856,0.04081632,,,,,,,0.0,85.71428571428571,85.56189572084762
2021-02-21 00:07:55,40835,0,0.0,-2.723,52.024,10.198,59.243,15.015,38.948,-2.607532,-0.5982639,3.684635,15.54353,15.79766,9.457233,14.49178,14.28795,15.015,,,,,1.558407,0.03945578,,,,,,,0.0,85.71428571428571,85.59215821272248
2021-02-21 00:08:00,40836,0,0.0,-2.736,52.269,10.182,59.316,15.015,38.934,-2.586382,-0.6100561,3.675174,15.56048,15.8146,9.474382,14.52574,14.32193,15.015,,,,,1.558514,0.03945578,,,,,,,0.0,85.71428571428571,85.5980349579686
2021-02-21 00:08:05,40837,0,0.0,-2.736,52.257,10.182,59.229,15.015,39.055,-2.565618,-0.6081336,3.672055,15.54353,15.8146,9.491531,14.54272,14.33892,15.015,,,,,1.564926,0.04081632,,,,,,,0.0,85.71428571428571,85.95020028991331
2021-02-21 00:08:10,40838,0,0.0,-2.75,52.079,10.182,59.092,14.986,39.067,-2.549956,-0.6072272,3.663054,15.54353,15.8146,9.491531,14.5597,14.3559,14.986,,,,,1.560654,0.04013606,,,,,,,0.0,85.71428571428571,85.71556986289087
2021-02-21 00:08:15,40839,0,0.0,-2.75,51.909,10.211,59.201,14.999,39.137,-2.541746,-0.6077576,3.656545,15.50964,15.79766,9.491531,14.54272,14.33892,14.999,,,,,1.562156,0.04013606,,,,,,,0.0,85.71428571428571,85.79806398774755
2021-02-21 00:08:20,40840,0,0.0,-2.766,51.886,10.198,59.319,15.015,39.151,-2.542308,-0.6044464,3.651138,15.52659,15.79766,9.52583,14.5597,14.38987,15.015,,,,,1.565657,0.04081632,,,,,,,0.0,85.71428571428571,85.9903488952863
